,Symbol,Description,Industry,Sector
1733,NRIM,NORTHRIM BANCORP INC,Savings Institutions,Finance
1734,NRZ,NEW RESIDENTIAL INVESTMENT CORP.,Real Estate Investment Trusts,Consumer Services
1735,NSA,NATIONAL STORAGE AFFILIATES TRUST,Real Estate Investment Trusts,Consumer Services
1736,NSC,NORFOLK SOUTHERN CORPORATION,Railroads,Transportation
1737,NSIT,"INSIGHT ENTERPRISES, INC.",Catalog/Specialty Distribution,Consumer Services
1738,NSP,"INSPERITY, INC.",Professional Services,Technology
1739,NSSC,"NAPCO SECURITY TECHNOLOGIES, INC.",Telecommunications Equipment,Capital Goods
1740,NSTG,"NANOSTRING TECHNOLOGIES, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1741,NTAP,"NETAPP, INC.",Electronic Components,Technology
1742,NTB,BANK OF N.T. BUTTERFIELD & SON LIMITED (THE),Commercial Banks,Finance
1743,NTCT,"NETSCOUT SYSTEMS, INC.",EDP Services,Technology
1744,NTG,"TORTOISE MIDSTREAM ENERGY FUND, INC.",,
1745,NTGR,"NETGEAR, INC.",Telecommunications Equipment,Public Utilities
1746,NTLA,"INTELLIA THERAPEUTICS, INC.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
1747,NTNX,"NUTANIX, INC.",Computer Software: Prepackaged Software,Technology
1748,NTRA,"NATERA, INC.",Medical Specialities,Health Care
1749,NTRS,NORTHERN TRUST CORPORATION,Major Banks,Finance
1750,NUAN,"NUANCE COMMUNICATIONS, INC.",Computer Software: Prepackaged Software,Technology
1751,NUE,NUCOR CORPORATION,Steel/Iron Ore,Basic Industries
1752,NUS,"NU SKIN ENTERPRISES, INC.",Other Pharmaceuticals,Health Care
1753,NUVA,"NUVASIVE, INC.",Medical/Dental Instruments,Health Care
1754,NVAX,"NOVAVAX, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1755,NVCR,NOVOCURE LIMITED,Medical/Dental Instruments,Health Care
1756,NVDA,NVIDIA CORPORATION,Semiconductors,Technology
1757,NVEC,NVE CORPORATION,Semiconductors,Technology
1758,NVEE,"NV5 GLOBAL, INC.",Other Consumer Services,Consumer Services
1759,NVR,"NVR, INC.",Homebuilding,Capital Goods
1760,NVRO,NEVRO CORP.,Medical/Dental Instruments,Health Care
1761,NVTA,INVITAE CORPORATION,Medical Specialities,Health Care
1762,NWBI,"NORTHWEST BANCSHARES, INC.",Major Banks,Finance
1763,NWE,NORTHWESTERN CORPORATION,Power Generation,Public Utilities
1764,NWFL,NORWOOD FINANCIAL CORP.,Major Banks,Finance
1765,NWHM,NEW HOME COMPANY INC. (THE),Homebuilding,Capital Goods
1766,NWL,NEWELL BRANDS INC.,Plastic Products,Consumer Non-Durables
1767,NWLI,"NATIONAL WESTERN LIFE GROUP, INC.",Life Insurance,Finance
1768,NWN,NORTHWEST NATURAL HOLDING COMPANY,Oil/Gas Transmission,Public Utilities
1769,NWPX,NORTHWEST PIPE COMPANY,Steel/Iron Ore,Basic Industries
1770,NWS,NEWS CORPORATION,Newspapers/Magazines,Consumer Services
1771,NWSA,NEWS CORPORATION,Newspapers/Magazines,Consumer Services
1772,NX,QUANEX BUILDING PRODUCTS CORPORATION,Metal Fabrications,Capital Goods
1773,NXPI,NXP SEMICONDUCTORS N.V.,Semiconductors,Technology
1774,NXRT,"NEXPOINT RESIDENTIAL TRUST, INC.",Real Estate Investment Trusts,Consumer Services
1775,NXST,"NEXSTAR MEDIA GROUP, INC.",Broadcasting,Consumer Services
1776,NYCB,"NEW YORK COMMUNITY BANCORP, INC.",Banks,Finance
1777,NYMT,"NEW YORK MORTGAGE TRUST, INC.",Real Estate Investment Trusts,Consumer Services
1778,NYMX,NYMOX PHARMACEUTICAL CORPORATION,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
1779,NYT,NEW YORK TIMES COMPANY (THE),Newspapers/Magazines,Consumer Services
1780,O,REALTY INCOME CORPORATION,Real Estate Investment Trusts,Consumer Services
1781,OAS,OASIS PETROLEUM INC.,Oil & Gas Production,Energy
1782,OBLN,"OBALON THERAPEUTICS, INC.",Medical/Dental Instruments,Health Care
1783,OC,OWENS CORNING INC,Industrial Machinery/Components,Capital Goods
1784,OCFC,OCEANFIRST FINANCIAL CORP.,Savings Institutions,Finance
1785,OCN,OCWEN FINANCIAL CORPORATION,Finance: Consumer Services,Finance
1786,OCUL,"OCULAR THERAPEUTIX, INC.",Major Pharmaceuticals,Health Care
1787,OCX,ONCOCYTE CORPORATION,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
1788,ODC,OIL-DRI CORPORATION OF AMERICA,Miscellaneous manufacturing industries,Consumer Durables
1789,ODFL,"OLD DOMINION FREIGHT LINE, INC.",Trucking Freight/Courier Services,Transportation
1790,ODP,THE ODP CORPORATION,Other Specialty Stores,Consumer Services
1791,OESX,"ORION ENERGY SYSTEMS, INC.",Building Products,Consumer Durables
1792,OFC,CORPORATE OFFICE PROPERTIES TRUST,Real Estate Investment Trusts,Consumer Services
1793,OFED,OCONEE FEDERAL FINANCIAL CORP.,Savings Institutions,Finance
1794,OFG,OFG BANCORP,Major Banks,Finance
1795,OFIX,ORTHOFIX MEDICAL INC.,Medical/Dental Instruments,Health Care
1796,OFLX,"OMEGA FLEX, INC.",Industrial Specialties,Capital Goods
1797,OGE,OGE ENERGY CORP,Electric Utilities: Central,Public Utilities
1798,OGS,"ONE GAS, INC.",Oil/Gas Transmission,Public Utilities
1799,OHI,"OMEGA HEALTHCARE INVESTORS, INC.",Real Estate Investment Trusts,Consumer Services
1800,OI,"O-I GLASS, INC.",Containers/Packaging,Consumer Durables
1801,OII,"OCEANEERING INTERNATIONAL, INC.",Oilfield Services/Equipment,Energy
1802,OIS,"OIL STATES INTERNATIONAL, INC.",Metal Fabrications,Energy
1803,OKE,"ONEOK, INC.",Oil & Gas Production,Public Utilities
1804,OKTA,"OKTA, INC.",Computer Software: Prepackaged Software,Technology
1805,OLED,UNIVERSAL DISPLAY CORPORATION,Electrical Products,Capital Goods
1806,OLLI,"OLLIE'S BARGAIN OUTLET HOLDINGS, INC.",Department/Specialty Retail Stores,Consumer Services
1807,OLN,OLIN CORPORATION,Major Chemicals,Basic Industries
1808,OLP,"ONE LIBERTY PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
1809,OMC,OMNICOM GROUP INC.,Advertising,Technology
1810,OMCL,"OMNICELL, INC.",Computer Manufacturing,Technology
1811,OMER,OMEROS CORPORATION,Major Pharmaceuticals,Health Care
1812,OMEX,"ODYSSEY MARINE EXPLORATION, INC.",Marine Transportation,Consumer Services
1813,OMF,"ONEMAIN HOLDINGS, INC.",Finance: Consumer Services,Finance
1814,OMI,"OWENS & MINOR, INC.",Medical Specialities,Health Care
1815,ON,ON SEMICONDUCTOR CORPORATION,Semiconductors,Technology
1816,ONB,OLD NATIONAL BANCORP,Major Banks,Finance
1817,ONDK,"ON DECK CAPITAL, INC.",Finance: Consumer Services,Finance
1818,ONE,ONESMART INTERNATIONAL EDUCATION GROUP LIMITED,Other Consumer Services,Consumer Services
1819,ONVO,"ORGANOVO HOLDINGS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1820,OOMA,"OOMA, INC.",EDP Services,Technology
1821,OPK,"OPKO HEALTH, INC.",Major Pharmaceuticals,Health Care
1822,OPNT,"OPIANT PHARMACEUTICALS, INC.",Precious Metals,Basic Industries
1823,OPOF,OLD POINT FINANCIAL CORPORATION,Major Banks,Finance
1824,OPY,"OPPENHEIMER HOLDINGS, INC.",Investment Bankers/Brokers/Service,Finance
1825,ORA,"ORMAT TECHNOLOGIES, INC.",Electric Utilities: Central,Public Utilities
1826,ORBC,ORBCOMM INC.,Telecommunications Equipment,Consumer Services
1827,ORC,"ORCHID ISLAND CAPITAL, INC.",Real Estate Investment Trusts,Consumer Services
1828,ORCC,OWL ROCK CAPITAL CORPORATION,,
1829,ORCL,ORACLE CORPORATION,Computer Software: Prepackaged Software,Technology
1830,ORI,OLD REPUBLIC INTERNATIONAL CORPORATION,Property-Casualty Insurers,Finance
1831,ORLY,"O'REILLY AUTOMOTIVE, INC.",Other Specialty Stores,Consumer Services
1832,ORN,"ORION GROUP HOLDINGS, INC.",Military/Government/Technical,Basic Industries
1833,ORRF,ORRSTOWN FINANCIAL SERVICES INC,Major Banks,Finance
1834,OSBC,"OLD SECOND BANCORP, INC.",Major Banks,Finance
1835,OSG,"OVERSEAS SHIPHOLDING GROUP, INC.",Marine Transportation,Transportation
1836,OSIS,"OSI SYSTEMS, INC.",Semiconductors,Technology
1837,OSK,OSHKOSH CORPORATION,Auto Manufacturing,Capital Goods
1838,OSTK,"OVERSTOCK.COM, INC.",Catalog/Specialty Distribution,Consumer Services
1839,OSUR,"ORASURE TECHNOLOGIES, INC.",Medical/Dental Instruments,Health Care
1840,OTIC,"OTONOMY, INC.",Major Pharmaceuticals,Health Care
1841,OTTR,OTTER TAIL CORPORATION,Electric Utilities: Central,Public Utilities
1842,OUT,OUTFRONT MEDIA INC.,Real Estate Investment Trusts,Consumer Services
1843,OVBC,OHIO VALLEY BANC CORP.,Major Banks,Finance
1844,OVID,OVID THERAPEUTICS INC.,Major Pharmaceuticals,Health Care
1845,OXFD,OXFORD IMMUNOTEC GLOBAL PLC,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
1846,OXM,"OXFORD INDUSTRIES, INC.",Apparel,Consumer Non-Durables
1847,OXY,OCCIDENTAL PETROLEUM CORPORATION,Oil & Gas Production,Energy
1848,PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",Biotechnology: Laboratory Analytical Instruments,Capital Goods
1849,PACW,PACWEST BANCORP,Major Banks,Finance
1850,PAG,"PENSKE AUTOMOTIVE GROUP, INC.",Automotive Aftermarket,Consumer Durables
1851,PAHC,PHIBRO ANIMAL HEALTH CORPORATION,Major Pharmaceuticals,Health Care
1852,PANL,PANGAEA LOGISTICS SOLUTIONS LTD.,Marine Transportation,Transportation
1853,PANW,"PALO ALTO NETWORKS, INC.",Computer peripheral equipment,Technology
1854,PAR,PAR TECHNOLOGY CORPORATION,Office Equipment/Supplies/Services,Miscellaneous
1855,PARR,"PAR PACIFIC HOLDINGS, INC.",Oil & Gas Production,Energy
1856,PATK,"PATRICK INDUSTRIES, INC.",Auto Parts:O.E.M.,Capital Goods
1857,PAYC,"PAYCOM SOFTWARE, INC.",Computer Software: Prepackaged Software,Technology
1858,PAYX,"PAYCHEX, INC.",Diversified Commercial Services,Consumer Services
1859,PB,"PROSPERITY BANCSHARES, INC.",Major Banks,Finance
1860,PBCT,"PEOPLE'S UNITED FINANCIAL, INC.",Savings Institutions,Finance
1861,PBF,PBF ENERGY INC.,Integrated oil Companies,Energy
1862,PBH,PRESTIGE CONSUMER HEALTHCARE INC.,Major Pharmaceuticals,Health Care
1863,PBI,PITNEY BOWES INC.,Office Equipment/Supplies/Services,Miscellaneous
1864,PBIP,"PRUDENTIAL BANCORP, INC.",Banks,Finance
1865,PBNC,,,
1866,PBPB,POTBELLY CORPORATION,Restaurants,Consumer Services
1867,PBY,PROSPECT CAPITAL CORPORATION,,
1868,PBYI,PUMA BIOTECHNOLOGY INC,Major Pharmaceuticals,Health Care
1869,PCAR,PACCAR INC.,Auto Manufacturing,Capital Goods
1870,PCG,PACIFIC GAS & ELECTRIC CO.,Power Generation,Public Utilities
1871,PCH,POTLATCHDELTIC CORPORATION,Real Estate Investment Trusts,Consumer Services
1872,PCRX,"PACIRA BIOSCIENCES, INC.",Major Pharmaceuticals,Health Care
1873,PCSB,PCSB FINANCIAL CORPORATION,Banks,Finance
1874,PCTI,"PCTEL, INC.",Radio And Television Broadcasting And Communications Equipment,Technology
1875,PCTY,PAYLOCITY HOLDING CORPORATION,Computer Software: Prepackaged Software,Technology
1876,PCYG,"PARK CITY GROUP, INC.",EDP Services,Technology
1877,PCYO,PURE CYCLE CORPORATION,Water Supply,Public Utilities
1878,PDCE,"PDC ENERGY, INC.",Oil & Gas Production,Energy
1879,PDCO,"PATTERSON COMPANIES, INC.",Medical Specialities,Health Care
1880,PDFS,"PDF SOLUTIONS, INC.",Computer Software: Prepackaged Software,Technology
1881,PDLI,"PDL BIOPHARMA, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1882,PDM,"PIEDMONT OFFICE REALTY TRUST, INC.",Building operators,Consumer Services
1883,PE,"PARSLEY ENERGY, INC.",Oil & Gas Production,Energy
1884,PEB,PEBBLEBROOK HOTEL TRUST,Real Estate Investment Trusts,Consumer Services
1885,PEBK,"PEOPLES BANCORP OF NORTH CAROLINA, INC.",Major Banks,Finance
1886,PEBO,PEOPLES BANCORP INC.,Major Banks,Finance
1887,PEG,PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED,Power Generation,Public Utilities
1888,PEGA,PEGASYSTEMS INC.,EDP Services,Technology
1889,PEI,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Consumer Services
1890,PEIX,"PACIFIC ETHANOL, INC.",Major Chemicals,Basic Industries
1891,PEN,"PENUMBRA, INC.",Medical/Dental Instruments,Health Care
1892,PENN,"PENN NATIONAL GAMING, INC.",Hotels/Resorts,Consumer Services
1893,PEP,"PEPSICO, INC.",Beverages (Production/Distribution),Consumer Non-Durables
1894,PER,SANDRIDGE PERMIAN TRUST,Oil & Gas Production,Energy
1895,PESI,"PERMA-FIX ENVIRONMENTAL SERVICES, INC.",Environmental Services,Basic Industries
1896,PETS,"PETMED EXPRESS, INC.",Medical/Nursing Services,Health Care
1897,PFBC,PREFERRED BANK,,
1898,PFBI,"PREMIER FINANCIAL BANCORP, INC.",Major Banks,Finance
1899,PFE,"PFIZER, INC.",Major Pharmaceuticals,Health Care
1900,PFG,PRINCIPAL FINANCIAL GROUP INC,Accident &Health Insurance,Finance
1901,PFGC,PERFORMANCE FOOD GROUP COMPANY,Food Distributors,Consumer Non-Durables
1902,PFIS,PEOPLES FINANCIAL SERVICES CORP.,Major Banks,Finance
1903,PFLT,PENNANTPARK FLOATING RATE CAPITAL LTD.,,
1904,PFMT,PERFORMANT FINANCIAL CORPORATION,Other Consumer Services,Consumer Services
1905,PFPT,"PROOFPOINT, INC.",EDP Services,Technology
1906,PFS,"PROVIDENT FINANCIAL SERVICES, INC",Savings Institutions,Finance
1907,PFSI,"PENNYMAC FINANCIAL SERVICES, INC.",Finance: Consumer Services,Finance
1908,PG,PROCTER & GAMBLE COMPANY (THE),Package Goods/Cosmetics,Basic Industries
1909,PGC,PEAPACK-GLADSTONE FINANCIAL CORPORATION,Commercial Banks,Finance
1910,PGP,PIMCO GLOBAL STOCKSPLUS & INCOME FUND,,
1911,PGR,PROGRESSIVE CORPORATION (THE),Property-Casualty Insurers,Finance
1912,PGRE,"PARAMOUNT GROUP, INC.",Real Estate Investment Trusts,Consumer Services
1913,PGTI,"PGT INNOVATIONS, INC.",Building Products,Capital Goods
1914,PH,PARKER-HANNIFIN CORPORATION,Metal Fabrications,Capital Goods
1915,PHM,"PULTEGROUP, INC.",Homebuilding,Capital Goods
1916,PHX,PANHANDLE ROYALTY COMPANY,Oil & Gas Production,Energy
1917,PI,"IMPINJ, INC.",Industrial Machinery/Components,Capital Goods
1918,PICO,PICO HOLDINGS INC.,Real Estate,Finance
1919,PII,POLARIS INC.,Industrial Specialties,Capital Goods
1920,PINC,"PREMIER, INC.",Other Consumer Services,Consumer Services
1921,PIRS,"PIERIS PHARMACEUTICALS, INC.",Biotechnology: Commercial Physical & Biological Resarch,Health Care
1922,PJT,PJT PARTNERS INC.,Investment Managers,Finance
1923,PK,PARK HOTELS & RESORTS INC.,Hotels/Resorts,Consumer Services
1924,PKBK,"PARKE BANCORP, INC.",Major Banks,Finance
1925,PKE,PARK AEROSPACE CORP.,Military/Government/Technical,Capital Goods
1926,PKG,PACKAGING CORPORATION OF AMERICA,Containers/Packaging,Consumer Durables
1927,PKI,"PERKINELMER, INC.",Biotechnology: Laboratory Analytical Instruments,Capital Goods
1928,PKOH,PARK-OHIO HOLDINGS CORP.,Industrial Specialties,Capital Goods
1929,PLAB,"PHOTRONICS, INC.",Semiconductors,Technology
1930,PLAY,"DAVE & BUSTER'S ENTERTAINMENT, INC.",Restaurants,Consumer Services
1931,PLCE,"CHILDREN'S PLACE, INC. (THE)",Clothing/Shoe/Accessory Stores,Consumer Services
1932,PLD,"PROLOGIS, INC.",Real Estate Investment Trusts,Consumer Services
1933,PLL,PIEDMONT LITHIUM LIMITED,,
1934,PLNT,"PLANET FITNESS, INC.",Hotels/Resorts,Consumer Services
1935,PLOW,"DOUGLAS DYNAMICS, INC.",Construction/Ag Equipment/Trucks,Capital Goods
1936,PLPC,PREFORMED LINE PRODUCTS COMPANY,Water Supply,Basic Industries
1937,PLSE,"PULSE BIOSCIENCES, INC",Medical/Dental Instruments,Health Care
1938,PLT,"PLANTRONICS, INC.",Telecommunications Equipment,Public Utilities
1939,PLUG,"PLUG POWER, INC.",Industrial Machinery/Components,Energy
1940,PLUS,EPLUS INC.,Retail: Computer Software & Peripheral Equipment,Technology
1941,PLX,"PROTALIX BIOTHERAPEUTICS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
1942,PLXS,PLEXUS CORP.,Electrical Products,Technology
1943,PM,PHILIP MORRIS INTERNATIONAL INC,Farming/Seeds/Milling,Consumer Non-Durables
1944,PMBC,PACIFIC MERCANTILE BANCORP,Major Banks,Finance
1945,PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Real Estate Investment Trusts,Consumer Services
1946,PMTS,,,
1947,PNC,"PNC FINANCIAL SERVICES GROUP, INC. (THE)",Major Banks,Finance
1948,PNFP,"PINNACLE FINANCIAL PARTNERS, INC.",Major Banks,Finance
1949,PNM,"PNM RESOURCES, INC. (HOLDING CO.)",Electric Utilities: Central,Public Utilities
1950,PNNT,PENNANTPARK INVESTMENT CORPORATION,,
1951,PNR,PENTAIR PLC.,Industrial Machinery/Components,Technology
1952,PNRG,PRIMEENERGY RESOURCES CORPORATION,Oil & Gas Production,Energy
1953,PNW,PINNACLE WEST CAPITAL CORPORATION,Electric Utilities: Central,Public Utilities
1954,PODD,INSULET CORPORATION,Medical/Dental Instruments,Health Care
1955,POOL,POOL CORPORATION,Industrial Specialties,Consumer Durables
1956,POR,PORTLAND GENERAL ELECTRIC COMPANY,Electric Utilities: Central,Public Utilities
1957,POST,"POST HOLDINGS, INC.",Packaged Foods,Consumer Non-Durables
1958,POWI,"POWER INTEGRATIONS, INC.",Semiconductors,Technology
1959,POWL,"POWELL INDUSTRIES, INC.",Electrical Products,Consumer Durables
1960,PPBI,PACIFIC PREMIER BANCORP INC,Major Banks,Finance
1961,PPC,PILGRIM'S PRIDE CORPORATION,Meat/Poultry/Fish,Consumer Non-Durables
1962,PPD,"PPD, INC.",Biotechnology: Commercial Physical & Biological Resarch,Health Care
1963,PPG,"PPG INDUSTRIES, INC.",Paints/Coatings,Basic Industries
1964,PPL,PPL CORPORATION,Electric Utilities: Central,Public Utilities
1965,PRA,PROASSURANCE CORPORATION,Property-Casualty Insurers,Finance
1966,PRAA,"PRA GROUP, INC.",Finance: Consumer Services,Finance
1967,PRAH,"PRA HEALTH SCIENCES, INC.",Biotechnology: Commercial Physical & Biological Resarch,Health Care
1968,PRFT,"PERFICIENT, INC.",EDP Services,Technology
1969,PRGO,PERRIGO COMPANY,Major Pharmaceuticals,Health Care
1970,PRGS,PROGRESS SOFTWARE CORPORATION,Computer Software: Prepackaged Software,Technology
1971,PRGX,"PRGX GLOBAL, INC.",Diversified Commercial Services,Consumer Services
1972,PRI,"PRIMERICA, INC.",Life Insurance,Finance
1973,PRIM,PRIMORIS SERVICES CORPORATION,Water Supply,Basic Industries
1974,PRK,PARK NATIONAL CORPORATION,Major Banks,Finance
1975,PRLB,"PROTO LABS, INC.",Metal Fabrications,Capital Goods
1976,PRMW,PRIMO WATER CORPORATION,Beverages (Production/Distribution),Consumer Non-Durables
1977,PRO,"PROS HOLDINGS, INC.",EDP Services,Technology
1978,PROV,"PROVIDENT FINANCIAL HOLDINGS, INC.",Savings Institutions,Finance
1979,PRS,"PRUDENTIAL FINANCIAL, INC.",Life Insurance,Finance
1980,PRSC,THE PROVIDENCE SERVICE CORPORATION,Transportation Services,Consumer Services
1981,PRSP,PERSPECTA INC.,EDP Services,Technology
1982,PRTA,PROTHENA CORPORATION PLC,Major Pharmaceuticals,Health Care
1983,PRTK,"PARATEK PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
1984,PRTS,"CARPARTS.COM, INC.",Other Specialty Stores,Consumer Services
1985,PRTY,PARTY CITY HOLDCO INC.,Other Specialty Stores,Consumer Services
1986,PRU,"PRUDENTIAL FINANCIAL, INC.",Life Insurance,Finance
1987,PSA,PUBLIC STORAGE,Real Estate Investment Trusts,Consumer Services
1988,PSB,"PS BUSINESS PARKS, INC.",Real Estate Investment Trusts,Consumer Services
1989,PSEC,PROSPECT CAPITAL CORPORATION,,
1990,PSMT,"PRICESMART, INC.",Department/Specialty Retail Stores,Consumer Services
1991,PSTG,"PURE STORAGE, INC.",Electronic Components,Technology
1992,PSX,PHILLIPS 66,Integrated oil Companies,Energy
1993,PTC,PTC INC.,Computer Software: Prepackaged Software,Technology
1994,PTCT,"PTC THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
1995,PTEN,"PATTERSON-UTI ENERGY, INC.",Oil & Gas Production,Energy
1996,PTGX,"PROTAGONIST THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
1997,PULS,PGIM ULTRA SHORT BOND ETF,Exchange Traded Fund,Financial
1998,PUMP,PROPETRO HOLDING CORP.,Oilfield Services/Equipment,Energy
1999,PVAC,PENN VIRGINIA CORPORATION,Oil & Gas Production,Energy
2000,PVBC,"PROVIDENT BANCORP, INC.",Savings Institutions,Finance
2001,PVH,PVH CORP.,Apparel,Consumer Non-Durables
2002,PWOD,"PENNS WOODS BANCORP, INC.",Major Banks,Finance
2003,PWR,"QUANTA SERVICES, INC.",Engineering & Construction,Capital Goods
2004,PXD,PIONEER NATURAL RESOURCES COMPANY,Oil & Gas Production,Energy
2005,PXLW,"PIXELWORKS, INC.",Semiconductors,Technology
2006,PYPL,"PAYPAL HOLDINGS, INC.",Business Services,Miscellaneous
2007,PZG,PARAMOUNT GOLD NEVADA CORP.,Precious Metals,Basic Industries
2008,PZN,PZENA INVESTMENT MANAGEMENT INC,Investment Managers,Finance
2009,PZZA,"PAPA JOHN'S INTERNATIONAL, INC.",Restaurants,Consumer Services
2010,QADA,QAD INC.,Computer Software: Prepackaged Software,Technology
2011,QCOM,QUALCOMM INCORPORATED,Radio And Television Broadcasting And Communications Equipment,Technology
2012,QCRH,"QCR HOLDINGS, INC.",Major Banks,Finance
2013,QDEL,QUIDEL CORPORATION,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
2014,QEP,"QEP RESOURCES, INC.",Oil & Gas Production,Energy
2015,QGEN,QIAGEN N.V.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
2016,QLYS,"QUALYS, INC.",Computer Software: Prepackaged Software,Technology
2017,QNST,"QUINSTREET, INC.",Business Services,Miscellaneous
2018,QRVO,"QORVO, INC.",Semiconductors,Technology
2019,QTNT,QUOTIENT LIMITED,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
2020,QTS,"QTS REALTY TRUST, INC.",Real Estate Investment Trusts,Consumer Services
2021,QTWO,"Q2 HOLDINGS, INC.",Computer Software: Prepackaged Software,Technology
2022,QUAD,"QUAD GRAPHICS, INC",Publishing,Miscellaneous
2023,QUOT,QUOTIENT TECHNOLOGY INC.,Advertising,Consumer Services
2024,R,"RYDER SYSTEM, INC.",Rental/Leasing Companies,Consumer Services
2025,RA,BROOKFIELD REAL ASSETS INCOME FUND INC.,,
2026,RAD,RITE AID CORPORATION,Medical/Nursing Services,Health Care
