Symbol,Description,Industry,Sector
SLRC,SOLAR CAPITAL LTD.,,
SM,SM ENERGY COMPANY,Oil & Gas Production,Energy
SMBC,"SOUTHERN MISSOURI BANCORP, INC.",Banks,Finance
SMBK,"SMARTFINANCIAL, INC.",Major Banks,Finance
SMCI,"SUPER MICRO COMPUTER, INC.",Computer Manufacturing,Technology
SMG,SCOTTS MIRACLE-GRO COMPANY (THE),Agricultural Chemicals,Basic Industries
SMHI,SEACOR MARINE HOLDINGS INC.,Marine Transportation,Transportation
SMMF,"SUMMIT FINANCIAL GROUP, INC.",Major Banks,Finance
SMP,"STANDARD MOTOR PRODUCTS, INC.",Auto Parts:O.E.M.,Capital Goods
SMSI,"SMITH MICRO SOFTWARE, INC.",Computer Software: Prepackaged Software,Technology
SMTC,SEMTECH CORPORATION,Semiconductors,Technology
SMTS,SIERRA METALS INC.,Precious Metals,Basic Industries
SNA,SNAP-ON INCORPORATED,Industrial Machinery/Components,Capital Goods
SNCR,"SYNCHRONOSS TECHNOLOGIES, INC.",EDP Services,Technology
SND,"SMART SAND, INC.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
SNDR,"SCHNEIDER NATIONAL, INC.",Trucking Freight/Courier Services,Transportation
SNDX,"SYNDAX PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
SNOW,,,
SNPS,"SYNOPSYS, INC.",Computer Software: Prepackaged Software,Technology
SNR,NEW SENIOR INVESTMENT GROUP INC.,Real Estate Investment Trusts,Consumer Services
SNSS,"SUNESIS PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
SNV,SYNOVUS FINANCIAL CORP.,Major Banks,Finance
SNX,SYNNEX CORPORATION,Retail: Computer Software & Peripheral Equipment,Technology
SO,SOUTHERN COMPANY (THE),Electric Utilities: Central,Public Utilities
SOHU,SOHU.COM LIMITED,EDP Services,Technology
SOI,"SOLARIS OILFIELD INFRASTRUCTURE, INC.",Metal Fabrications,Energy
SON,SONOCO PRODUCTS COMPANY,Containers/Packaging,Consumer Durables
SONA,"SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.",Major Banks,Finance
SONO,"SONOS, INC.",Consumer Electronics/Appliances,Consumer Non-Durables
SP,SP PLUS CORPORATION,Rental/Leasing Companies,Consumer Services
SPB,"SPECTRUM BRANDS HOLDINGS, INC.",Industrial Machinery/Components,Miscellaneous
SPG,"SIMON PROPERTY GROUP, INC.",Real Estate Investment Trusts,Consumer Services
SPGI,S&P GLOBAL INC.,Finance: Consumer Services,Finance
SPKE,"SPARK ENERGY, INC.",Power Generation,Public Utilities
SPLK,SPLUNK INC.,Computer Software: Prepackaged Software,Technology
SPN,"SUPERIOR ENERGY SERVICES, INC.",Oilfield Services/Equipment,Energy
SPNS,SAPIENS INTERNATIONAL CORPORATION N.V.,Computer Software: Prepackaged Software,Technology
SPOK,"SPOK HOLDINGS, INC.",Telecommunications Equipment,Public Utilities
SPPI,"SPECTRUM PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
SPR,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",Military/Government/Technical,Capital Goods
SPRT,"SUPPORT.COM, INC.",EDP Services,Technology
SPSC,"SPS COMMERCE, INC.",Computer Software: Prepackaged Software,Technology
SPTN,SPARTANNASH COMPANY,Food Distributors,Consumer Non-Durables
SPWH,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",Other Specialty Stores,Consumer Services
SPWR,SUNPOWER CORPORATION,Semiconductors,Technology
SPXC,SPX CORPORATION,Industrial Machinery/Components,Technology
SQ,"SQUARE, INC.",Computer Software: Prepackaged Software,Technology
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",Apparel,Consumer Non-Durables
SR,SPIRE INC.,Oil/Gas Transmission,Public Utilities
SRC,"SPIRIT REALTY CAPITAL, INC.",Building operators,Consumer Services
SRCE,1ST SOURCE CORPORATION,Major Banks,Finance
SRCL,"STERICYCLE, INC.",Environmental Services,Basic Industries
SRDX,"SURMODICS, INC.",Medical/Dental Instruments,Health Care
SRE,SEMPRA ENERGY,Natural Gas Distribution,Public Utilities
SREV,"SERVICESOURCE INTERNATIONAL, INC.",Business Services,Miscellaneous
SRG,SERITAGE GROWTH PROPERTIES,Real Estate,Finance
SRI,"STONERIDGE, INC.",Auto Parts:O.E.M.,Capital Goods
SRPT,"SAREPTA THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
SRT,"STARTEK, INC.",Professional Services,Technology
SSB,SOUTH STATE CORPORATION,Major Banks,Finance
SSD,"SIMPSON MANUFACTURING COMPANY, INC.",Industrial Machinery/Components,Capital Goods
SSNC,"SS&C TECHNOLOGIES HOLDINGS, INC.",Computer Software: Prepackaged Software,Technology
SSP,E.W. SCRIPPS COMPANY (THE),Broadcasting,Consumer Services
SSTI,"SHOTSPOTTER, INC.",Computer Software: Prepackaged Software,Technology
SSTK,"SHUTTERSTOCK, INC.",EDP Services,Technology
SSYS,"STRATASYS, LTD.",Computer peripheral equipment,Technology
ST,SENSATA TECHNOLOGIES HOLDING PLC,Industrial Machinery/Components,Capital Goods
STAA,STAAR SURGICAL COMPANY,Ophthalmic Goods,Health Care
STAG,"STAG INDUSTRIAL, INC.",Real Estate Investment Trusts,Consumer Services
STAR,ISTAR INC.,Real Estate Investment Trusts,Consumer Services
STAY,"EXTENDED STAY AMERICA, INC.",Hotels/Resorts,Consumer Services
STBA,"S&T BANCORP, INC.",Major Banks,Finance
STC,STEWART INFORMATION SERVICES CORPORATION,Specialty Insurers,Finance
STE,STERIS PLC,Industrial Specialties,Health Care
STFC,STATE AUTO FINANCIAL CORPORATION,Property-Casualty Insurers,Finance
STL,STERLING BANCORP,Major Banks,Finance
STLD,"STEEL DYNAMICS, INC.",Steel/Iron Ore,Basic Industries
STMP,STAMPS.COM INC.,Business Services,Miscellaneous
STNG,SCORPIO TANKERS INC.,Marine Transportation,Transportation
STOR,STORE CAPITAL CORPORATION,Real Estate Investment Trusts,Consumer Services
STRA,"STRATEGIC EDUCATION, INC.",Other Consumer Services,Consumer Services
STRL,STERLING CONSTRUCTION COMPANY INC,Military/Government/Technical,Basic Industries
STRS,STRATUS PROPERTIES INC.,Homebuilding,Consumer Services
STSA,"SATSUMA PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
STT,STATE STREET CORPORATION,Major Banks,Finance
STWD,"STARWOOD PROPERTY TRUST, INC.",Real Estate Investment Trusts,Consumer Services
STX,SEAGATE TECHNOLOGY PLC,Electronic Components,Technology
STXS,"STEREOTAXIS, INC.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
STZ,CONSTELLATION BRANDS INC,Beverages (Production/Distribution),Consumer Non-Durables
SUI,"SUN COMMUNITIES, INC.",Real Estate Investment Trusts,Consumer Services
SUM,"SUMMIT MATERIALS, INC.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
SUMR,"SUMMER INFANT, INC.",Miscellaneous manufacturing industries,Consumer Durables
SUN,SUNOCO LP,Integrated oil Companies,Energy
SUNS,SOLAR SENIOR CAPITAL LTD.,,
SUP,"SUPERIOR INDUSTRIES INTERNATIONAL, INC.",Auto Parts:O.E.M.,Capital Goods
SUPN,"SUPERNUS PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
SVVC,"FIRSTHAND TECHNOLOGY VALUE FUND, INC.",,
SWI,SOLARWINDS CORPORATION,Computer Software: Prepackaged Software,Technology
SWK,"STANLEY BLACK & DECKER, INC.",Industrial Machinery/Components,Capital Goods
SWKS,"SKYWORKS SOLUTIONS, INC.",Semiconductors,Technology
SWM,"SCHWEITZER-MAUDUIT INTERNATIONAL, INC.",Paper,Basic Industries
SWN,SOUTHWESTERN ENERGY COMPANY,Oil & Gas Production,Energy
SWX,"SOUTHWEST GAS HOLDINGS, INC.",Oil & Gas Production,Public Utilities
SXC,"SUNCOKE ENERGY, INC.",Steel/Iron Ore,Basic Industries
SXI,STANDEX INTERNATIONAL CORPORATION,Industrial Machinery/Components,Technology
SXT,SENSIENT TECHNOLOGIES CORPORATION,Major Chemicals,Basic Industries
SY,SO-YOUNG INTERNATIONAL INC.,EDP Services,Technology
SYBT,"STOCK YARDS BANCORP, INC.",Major Banks,Finance
SYF,SYNCHRONY FINANCIAL,Finance: Consumer Services,Finance
SYK,STRYKER CORPORATION,Medical/Dental Instruments,Health Care
SYKE,"SYKES ENTERPRISES, INCORPORATED",EDP Services,Technology
SYNA,SYNAPTICS INCORPORATED,Semiconductors,Technology
SYRS,"SYROS PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
SYX,SYSTEMAX INC.,Industrial Machinery/Components,Capital Goods
SYY,SYSCO CORPORATION,Food Distributors,Consumer Non-Durables
T,AT&T INC.,Telecommunications Equipment,Public Utilities
TACO,"DEL TACO RESTAURANTS, INC.",Restaurants,Consumer Services
TAL,TAL EDUCATION GROUP,Other Consumer Services,Consumer Services
TAP,MOLSON COORS BEVERAGE COMPANY,Beverages (Production/Distribution),Consumer Non-Durables
TAST,"CARROLS RESTAURANT GROUP, INC.",Restaurants,Consumer Services
TBBK,"THE BANCORP, INC.",Major Banks,Finance
TBI,"TRUEBLUE, INC.",Professional Services,Technology
TBK,"TRIUMPH BANCORP, INC.",Major Banks,Finance
TBNK,TERRITORIAL BANCORP INC.,Savings Institutions,Finance
TBPH,"THERAVANCE BIOPHARMA, INC.",Major Pharmaceuticals,Health Care
TC,TUANCHE LIMITED,Business Services,Miscellaneous
TCBI,"TEXAS CAPITAL BANCSHARES, INC.",Major Banks,Finance
TCBK,TRICO BANCSHARES,Major Banks,Finance
TCF,TCF FINANCIAL CORPORATION,Major Banks,Finance
TCFC,THE COMMUNITY FINANCIAL CORPORATION,Major Banks,Finance
TCI,"TRANSCONTINENTAL REALTY INVESTORS, INC.",Real Estate Investment Trusts,Consumer Services
TCMD,"TACTILE SYSTEMS TECHNOLOGY, INC.",Medical/Dental Instruments,Health Care
TCO,"TAUBMAN CENTERS, INC.",Real Estate Investment Trusts,Consumer Services
TCPC,BLACKROCK TCP CAPITAL CORP.,,
TCS,CONTAINER STORE (THE),Home Furnishings,Consumer Services
TCX,TUCOWS INC.,EDP Services,Technology
TDC,TERADATA CORPORATION,Computer Software: Prepackaged Software,Technology
TDG,TRANSDIGM GROUP INCORPORATED,Military/Government/Technical,Capital Goods
TDOC,"TELADOC HEALTH, INC.",Medical/Nursing Services,Health Care
TDS,"TELEPHONE AND DATA SYSTEMS, INC.",Telecommunications Equipment,Public Utilities
TDSC,,,
TDW,TIDEWATER INC.,Marine Transportation,Consumer Services
TDY,TELEDYNE TECHNOLOGIES INCORPORATED,Industrial Machinery/Components,Capital Goods
TEAM,ATLASSIAN CORPORATION PLC,Computer Software: Prepackaged Software,Technology
TECH,BIO-TECHNE CORP,Biotechnology: Biological Products (No Diagnostic Substances),Health Care
TEL,TE CONNECTIVITY LTD.,Electronic Components,Technology
TELL,TELLURIAN INC.,Oil & Gas Production,Energy
TEN,TENNECO INC.,Auto Parts:O.E.M.,Capital Goods
TER,"TERADYNE, INC.",Electrical Products,Capital Goods
TESS,TESSCO TECHNOLOGIES INCORPORATED,Electronic Components,Technology
TEVA,TEVA PHARMACEUTICAL INDUSTRIES LIMITED,Major Pharmaceuticals,Health Care
TEX,TEREX CORPORATION,Construction/Ag Equipment/Trucks,Capital Goods
TFSL,TFS FINANCIAL CORPORATION,Savings Institutions,Finance
TFX,TELEFLEX INCORPORATED,Medical/Dental Instruments,Health Care
TG,TREDEGAR CORPORATION,Metal Fabrications,Capital Goods
TGH,TEXTAINER GROUP HOLDINGS LIMITED,Diversified Commercial Services,Technology
TGI,"TRIUMPH GROUP, INC.",Aerospace,Capital Goods
TGNA,TEGNA INC.,Broadcasting,Consumer Services
TGT,TARGET CORPORATION,Department/Specialty Retail Stores,Consumer Services
TGTX,"TG THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
THC,TENET HEALTHCARE CORPORATION,Hospital/Nursing Management,Health Care
THFF,FIRST FINANCIAL CORPORATION INDIANA,Major Banks,Finance
THG,"THE HANOVER INSURANCE GROUP, INC.",Property-Casualty Insurers,Finance
THO,"THOR INDUSTRIES, INC.",Homebuilding,Consumer Non-Durables
THR,"THERMON GROUP HOLDINGS, INC.",Industrial Machinery/Components,Energy
THRM,GENTHERM INC,Auto Parts:O.E.M.,Capital Goods
THS,"TREEHOUSE FOODS, INC.",Packaged Foods,Consumer Non-Durables
TIF,TIFFANY & CO.,Consumer Specialties,Consumer Services
TILE,"INTERFACE, INC.",Home Furnishings,Consumer Durables
TIPT,TIPTREE INC.,Property-Casualty Insurers,Finance
TISI,"TEAM, INC.",Other Consumer Services,Consumer Services
TITN,TITAN MACHINERY INC.,Other Specialty Stores,Consumer Services
TJX,"TJX COMPANIES, INC. (THE)",Clothing/Shoe/Accessory Stores,Consumer Services
TK,TEEKAY CORPORATION,Marine Transportation,Transportation
TKR,TIMKEN COMPANY (THE),Metal Fabrications,Capital Goods
TLGT,"TELIGENT, INC.",Major Pharmaceuticals,Health Care
TLYS,"TILLY'S, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
TMHC,TAYLOR MORRISON HOME CORPORATION,Homebuilding,Capital Goods
TMO,THERMO FISHER SCIENTIFIC INC,Industrial Machinery/Components,Capital Goods
TMP,TOMPKINS FINANCIAL CORPORATION,Major Banks,Finance
TMST,TIMKENSTEEL CORPORATION,Steel/Iron Ore,Basic Industries
TMUS,"T-MOBILE US, INC.",Telecommunications Equipment,Public Utilities
TNAV,"TELENAV, INC.",Industrial Machinery/Components,Capital Goods
TNC,TENNANT COMPANY,Industrial Machinery/Components,Technology
TNDM,"TANDEM DIABETES CARE, INC.",Medical/Dental Instruments,Health Care
TNET,"TRINET GROUP, INC.",Business Services,Miscellaneous
TNK,TEEKAY TANKERS LTD.,Marine Transportation,Consumer Services
TOL,"TOLL BROTHERS, INC.",Homebuilding,Capital Goods
TOWN,TOWNE BANK,,
TPB,"TURNING POINT BRANDS, INC.",Tobacco,Consumer Non-Durables
TPC,TUTOR PERINI CORPORATION,General Bldg Contractors - Nonresidential Bldgs,Basic Industries
TPH,"TRI POINTE GROUP, INC.",Homebuilding,Capital Goods
TPHS,TRINITY PLACE HOLDINGS INC.,Building operators,Consumer Services
TPIC,"TPI COMPOSITES, INC.",Industrial Machinery/Components,Energy
TPRE,THIRD POINT REINSURANCE LTD.,Property-Casualty Insurers,Finance
TPX,"TEMPUR SEALY INTERNATIONAL, INC.",Home Furnishings,Consumer Durables
TR,"TOOTSIE ROLL INDUSTRIES, INC.",Specialty Foods,Consumer Non-Durables
TRC,TEJON RANCH CO,Real Estate,Finance
TREC,TRECORA RESOURCES,Integrated oil Companies,Energy
TREE,"LENDINGTREE, INC.",Finance: Consumer Services,Finance
TREX,"TREX COMPANY, INC.",Forest Products,Basic Industries
TRGP,"TARGA RESOURCES, INC.",Natural Gas Distribution,Public Utilities
TRHC,"TABULA RASA HEALTHCARE, INC.",Business Services,Miscellaneous
TRI,THOMSON REUTERS CORP,Publishing,Consumer Services
TRIP,"TRIPADVISOR, INC.","Computer Software: Programming, Data Processing",Technology
TRMB,TRIMBLE INC.,Industrial Machinery/Components,Capital Goods
TRMK,TRUSTMARK CORPORATION,Major Banks,Finance
TRN,"TRINITY INDUSTRIES, INC.",Railroads,Capital Goods
TRNO,TERRENO REALTY CORPORATION,Real Estate,Finance
TRNX,,,
TROW,"T. ROWE PRICE GROUP, INC.",Investment Bankers/Brokers/Service,Finance
TROX,TRONOX HOLDINGS PLC,Major Chemicals,Basic Industries
TRS,TRIMAS CORPORATION,Industrial Specialties,Capital Goods
TRST,TRUSTCO BANK CORP NY,Major Banks,Finance
TRTN,TRITON INTERNATIONAL LIMITED,Diversified Commercial Services,Technology
TRU,TRANSUNION,Finance: Consumer Services,Finance
TRUE,"TRUECAR, INC.","Computer Software: Programming, Data Processing",Technology
TRUP,"TRUPANION, INC.",Medical Specialities,Health Care
TRV,"THE TRAVELERS COMPANIES, INC.",Property-Casualty Insurers,Finance
TRVN,"TREVENA, INC.",Major Pharmaceuticals,Health Care
TSBK,"TIMBERLAND BANCORP, INC.",Banks,Finance
TSC,"TRISTATE CAPITAL HOLDINGS, INC.",Major Banks,Finance
TSCO,TRACTOR SUPPLY COMPANY,RETAIL: Building Materials,Consumer Services
TSE,TRINSEO S.A.,Major Chemicals,Basic Industries
TSLA,"TESLA, INC.",Auto Manufacturing,Capital Goods
TSN,"TYSON FOODS, INC.",Meat/Poultry/Fish,Consumer Non-Durables
TSQ,"TOWNSQUARE MEDIA, INC.",Broadcasting,Consumer Services
TTC,TORO COMPANY (THE),Tools/Hardware,Capital Goods
TTD,"THE TRADE DESK, INC.","Computer Software: Programming, Data Processing",Technology
TTEC,"TTEC HOLDINGS, INC.",Professional Services,Technology
TTEK,"TETRA TECH, INC.",Military/Government/Technical,Consumer Services
TTGT,"TECHTARGET, INC.",Business Services,Miscellaneous
TTI,"TETRA TECHNOLOGIES, INC.",Oil & Gas Production,Energy
TTMI,"TTM TECHNOLOGIES, INC.",Electrical Products,Technology
TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Computer Software: Prepackaged Software,Technology
TUP,TUPPERWARE BRANDS CORPORATION,Plastic Products,Consumer Non-Durables
TUSK,"MAMMOTH ENERGY SERVICES, INC.",Oilfield Services/Equipment,Energy
TVTY,"TIVITY HEALTH, INC.",Misc Health and Biotechnology Services,Health Care
TW,TRADEWEB MARKETS INC.,Investment Bankers/Brokers/Service,Finance
TWI,"TITAN INTERNATIONAL, INC.",Steel/Iron Ore,Basic Industries
TWIN,"TWIN DISC, INCORPORATED",Industrial Machinery/Components,Technology
TWLO,TWILIO INC.,Computer Software: Prepackaged Software,Technology
TWMC,,,
TWNK,"HOSTESS BRANDS, INC.",Packaged Foods,Consumer Non-Durables
TWO,TWO HARBORS INVESTMENTS CORP,Real Estate Investment Trusts,Consumer Services
TWOU,"2U, INC.",Computer Software: Prepackaged Software,Technology
TXMD,"THERAPEUTICSMD, INC.",Major Pharmaceuticals,Health Care
TXN,TEXAS INSTRUMENTS INCORPORATED,Semiconductors,Technology
TXRH,"TEXAS ROADHOUSE, INC.",Restaurants,Consumer Services
TXT,TEXTRON INC.,Aerospace,Capital Goods
TYL,"TYLER TECHNOLOGIES, INC.",Computer Software: Prepackaged Software,Technology
TZOO,TRAVELZOO,Advertising,Consumer Services
UA,"UNDER ARMOUR, INC.",Apparel,Consumer Non-Durables
UAA,"UNDER ARMOUR, INC.",Apparel,Consumer Non-Durables
UAL,"UNITED AIRLINES HOLDINGS, INC.",Air Freight/Delivery Services,Transportation
UBA,URSTADT BIDDLE PROPERTIES INC.,Real Estate Investment Trusts,Consumer Services
UBFO,UNITED SECURITY BANCSHARES,Major Banks,Finance
UBSI,"UNITED BANKSHARES, INC.",Major Banks,Finance
UCBI,"UNITED COMMUNITY BANKS, INC.",Major Banks,Finance
UCTT,"ULTRA CLEAN HOLDINGS, INC.",Semiconductors,Technology
UDR,"UDR, INC.",Real Estate Investment Trusts,Consumer Services
UE,URBAN EDGE PROPERTIES,Real Estate,Finance
UEC,URANIUM ENERGY CORP.,Precious Metals,Basic Industries
UEIC,UNIVERSAL ELECTRONICS INC.,Consumer Electronics/Appliances,Consumer Non-Durables
UEPS,"NET 1 UEPS TECHNOLOGIES, INC.",Investment Bankers/Brokers/Service,Finance
UFCS,"UNITED FIRE GROUP, INC",Property-Casualty Insurers,Finance
UFI,"UNIFI, INC.",Textiles,Consumer Non-Durables
UFPI,"UFP INDUSTRIES, INC.",Forest Products,Basic Industries
UFPT,"UFP TECHNOLOGIES, INC.",Medical/Dental Instruments,Health Care
UFS,DOMTAR CORPORATION,Paper,Basic Industries
UGI,UGI CORPORATION,Natural Gas Distribution,Public Utilities
UHAL,AMERCO,Rental/Leasing Companies,Consumer Services
UHS,"UNIVERSAL HEALTH SERVICES, INC.",Hospital/Nursing Management,Health Care
UHT,UNIVERSAL HEALTH REALTY INCOME TRUST,Real Estate Investment Trusts,Consumer Services
UIHC,UNITED INSURANCE HOLDINGS CORP.,Property-Casualty Insurers,Finance
UIS,UNISYS CORPORATION,EDP Services,Technology
ULBI,ULTRALIFE CORPORATION,Industrial Machinery/Components,Miscellaneous
ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC.",Trucking Freight/Courier Services,Transportation
ULTA,"ULTA BEAUTY, INC.",Other Specialty Stores,Consumer Services
ULTR,IQ ULTRA SHORT DURATION ETF,Exchange Traded Fund,Financial
UMBF,UMB FINANCIAL CORPORATION,Major Banks,Finance
UMH,"UMH PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
UMPQ,UMPQUA HOLDINGS CORPORATION,Savings Institutions,Finance
UNB,"UNION BANKSHARES, INC.",Major Banks,Finance
UNF,UNIFIRST CORPORATION,Other Consumer Services,Consumer Services
UNFI,"UNITED NATURAL FOODS, INC.",Food Distributors,Consumer Non-Durables
UNH,UNITEDHEALTH GROUP INCORPORATED,Medical Specialities,Health Care
UNIT,UNITI GROUP INC.,Real Estate Investment Trusts,Consumer Services
UNM,UNUM GROUP,Accident &Health Insurance,Finance
UNP,UNION PACIFIC CORPORATION,Railroads,Transportation
UNTY,"UNITY BANCORP, INC.",Major Banks,Finance
UNVR,UNIVAR SOLUTIONS INC.,Specialty Chemicals,Consumer Durables
UPLD,"UPLAND SOFTWARE, INC.",Computer Software: Prepackaged Software,Technology
UPS,"UNITED PARCEL SERVICE, INC.",Trucking Freight/Courier Services,Transportation
URBN,"URBAN OUTFITTERS, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
URG,UR ENERGY INC,Precious Metals,Basic Industries
URI,"UNITED RENTALS, INC.",Diversified Commercial Services,Technology
USAK,"USA TRUCK, INC.",Trucking Freight/Courier Services,Transportation
USAP,"UNIVERSAL STAINLESS & ALLOY PRODUCTS, INC.",Steel/Iron Ore,Basic Industries
USAT,,,
USB,U.S. BANCORP,Major Banks,Finance
USCR,"U S CONCRETE, INC.",Building Materials,Capital Goods
USEG,U.S. ENERGY CORP.,Oil & Gas Production,Energy
USFD,US FOODS HOLDING CORP.,Food Distributors,Consumer Non-Durables
USLM,"UNITED STATES LIME & MINERALS, INC.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
USM,UNITED STATES CELLULAR CORPORATION,Telecommunications Equipment,Public Utilities
USNA,"USANA HEALTH SCIENCES, INC.",Specialty Chemicals,Consumer Durables
USPH,"U.S. PHYSICAL THERAPY, INC.",Medical/Nursing Services,Health Care
UST,PROSHARES ULTRA 7-10 YEAR TREASURY,Exchange Traded Fund,Financial
UTHR,UNITED THERAPEUTICS CORPORATION,Major Pharmaceuticals,Health Care
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Other Consumer Services,Consumer Services
UTL,UNITIL CORPORATION,Power Generation,Public Utilities
UTMD,"UTAH MEDICAL PRODUCTS, INC.",Medical/Dental Instruments,Health Care
UTSI,UTSTARCOM HOLDINGS CORP,Telecommunications Equipment,Capital Goods
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Property-Casualty Insurers,Finance
UVSP,UNIVEST FINANCIAL CORPORATION,Major Banks,Finance
UVV,UNIVERSAL CORPORATION,Farming/Seeds/Milling,Consumer Services
V,VISA INC.,Business Services,Miscellaneous
VAC,MARRIOTT VACATIONS WORLDWIDE CORPORATION,Real Estate,Finance
VALU,"VALUE LINE, INC.",Investment Managers,Finance
VAR,"VARIAN MEDICAL SYSTEMS, INC.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
VBIV,"VBI VACCINES, INC.",Major Pharmaceuticals,Health Care
VBTX,"VERITEX HOLDINGS, INC.",Major Banks,Finance
VC,VISTEON CORPORATION,Auto Parts:O.E.M.,Capital Goods
VCRA,"VOCERA COMMUNICATIONS, INC.",Telecommunications Equipment,Capital Goods
VCYT,"VERACYTE, INC.",Medical Specialities,Health Care
VEC,"VECTRUS, INC.",Diversified Commercial Services,Consumer Services
VECO,VEECO INSTRUMENTS INC.,Industrial Machinery/Components,Technology
VEEV,VEEVA SYSTEMS INC.,Computer Software: Prepackaged Software,Technology
VER,VEREIT INC.,Real Estate Investment Trusts,Consumer Services
VERI,"VERITONE, INC.",EDP Services,Technology
VFC,V.F. CORPORATION,Apparel,Consumer Non-Durables
VG,VONAGE HOLDINGS CORP.,Telecommunications Equipment,Public Utilities
VGR,VECTOR GROUP LTD.,Farming/Seeds/Milling,Consumer Non-Durables
VGZ,VISTA GOLD CORPORATION,Precious Metals,Basic Industries
VHC,VIRNETX HOLDING CORP,Multi-Sector Companies,Miscellaneous
VHI,"VALHI, INC.",Major Chemicals,Basic Industries
VIAV,VIAVI SOLUTIONS INC.,Semiconductors,Technology
VICR,VICOR CORPORATION,Industrial Machinery/Components,Capital Goods
VIRT,"VIRTU FINANCIAL, INC.",Investment Bankers/Brokers/Service,Finance
VIVE,"VIVEVE MEDICAL, INC.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
VIVO,MERIDIAN BIOSCIENCE INC.,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
VLGEA,"VILLAGE SUPER MARKET, INC.",Food Chains,Consumer Services
VLO,VALERO ENERGY CORPORATION,Integrated oil Companies,Energy
VLY,VALLEY NATIONAL BANCORP,Major Banks,Finance
VMC,VULCAN MATERIALS COMPANY,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
VMI,"VALMONT INDUSTRIES, INC.",Metal Fabrications,Capital Goods
VMW,"VMWARE, INC.",Computer Software: Prepackaged Software,Technology
VNDA,VANDA PHARMACEUTICALS INC.,Major Pharmaceuticals,Health Care
VNO,VORNADO REALTY TRUST,Real Estate Investment Trusts,Consumer Services
VOD,VODAFONE GROUP PLC,Telecommunications Equipment,Public Utilities
VOXX,VOXX INTERNATIONAL CORPORATION,Electronic Components,Technology
VOYA,"VOYA FINANCIAL, INC.",Life Insurance,Finance
VPG,"VISHAY PRECISION GROUP, INC.",Electrical Products,Capital Goods
VRA,"VERA BRADLEY, INC.",Apparel,Consumer Non-Durables
VRAY,"VIEWRAY, INC.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
VREX,VAREX IMAGING CORPORATION,Industrial Machinery/Components,Capital Goods
VRNS,"VARONIS SYSTEMS, INC.",Computer Software: Prepackaged Software,Technology
VRNT,VERINT SYSTEMS INC.,EDP Services,Technology
VRS,VERSO CORPORATION,Paper,Basic Industries
VRSK,"VERISK ANALYTICS, INC.",EDP Services,Technology
VRSN,"VERISIGN, INC.",EDP Services,Technology
VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",Investment Managers,Finance
VRTU,VIRTUSA CORPORATION,EDP Services,Technology
VRTV,VERITIV CORPORATION,Paper,Consumer Services
VRTX,VERTEX PHARMACEUTICALS INCORPORATED,Major Pharmaceuticals,Health Care
VSAT,"VIASAT, INC.",Radio And Television Broadcasting And Communications Equipment,Technology
VSEC,VSE CORPORATION,Military/Government/Technical,Consumer Services
VSH,"VISHAY INTERTECHNOLOGY, INC.",Electrical Products,Capital Goods
VSLR,"VIVINT SOLAR, INC.",Building Products,Capital Goods
VST,VISTRA CORP.,Electric Utilities: Central,Public Utilities
VSTM,"VERASTEM, INC.",Major Pharmaceuticals,Health Care
VSTO,VISTA OUTDOOR INC.,Ordnance And Accessories,Capital Goods
VTR,"VENTAS, INC.",Real Estate Investment Trusts,Consumer Services
VTVT,VTV THERAPEUTICS INC.,Major Pharmaceuticals,Health Care
VVI,VIAD CORP,Business Services,Miscellaneous
VVV,VALVOLINE INC.,Major Chemicals,Basic Industries
VYGR,"VOYAGER THERAPEUTICS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
