company,mkt_cap,pb_ratio,beta,profit_m,roa,roe
TWNK,1.39B,0.94,0.75,4.78%,2.48%,3.40%
HURN,1.04B,1.77,0.68,-0.43%,4.15%,-0.68%
FIX,1.33B,2.28,1.04,4.04%,7.26%,20.24%
PLOW,811.67M,2.59,0.77,7.20%,6.15%,13.84%
INGR,5.06B,1.86,0.78,6.24%,7.37%,15.47%
AGIO,2.44B,3.81,2.09,-205.20%,-28.67%,-57.59%
CSTR,181.75M,0.66,1.22,22.24%,0.92%,7.09%
LGND,1.17B,1.52,1.60,-55.63%,-0.52%,-7.02%
QDEL,4.11B,7.34,1.06,15.73%,8.37%,16.57%
XENT,385.56M,3.27,1.14,-48.61%,-22.72%,-43.88%
SCHN,447.32M,0.66,1.40,1.25%,2.73%,3.86%
CARS,287.93M,0.25,1.96,-203.76%,0.96%,-126.12%
CDNA,939.12M,9.49,0.90,-14.53%,-10.67%,-20.57%
JOUT,632.18M,1.91,0.86,9.24%,9.21%,16.30%
ELF,805.13M,3.48,2.39,-25.17%,N/A,N/A
ACBI,254.97M,0.78,1.16,56.65%,0.86%,7.30%
FLR,2.68B,1.13,2.91,-7.05%,-2.30%,-51.25%
TRNS,195.58M,3.02,0.76,4.66%,5.81%,12.73%
MTZ,2.41B,1.35,1.39,5.44%,7.02%,24.78%
KDP,34.15B,1.47,N/A,10.51%,3.31%,5.21%
CAC,476.42M,0.99,0.96,33.63%,1.25%,11.92%
CEIX,96.05M,0.22,3.06,4.83%,2.50%,13.26%
ITCI,1.02B,5.22,1.83,0.00%,-25.24%,-44.58%
UCBI,1.43B,0.88,1.39,31.62%,1.36%,11.01%
SYNH,4.11B,1.36,1.80,4.13%,2.91%,6.70%
CHE,6.88B,9.46,0.67,11.60%,15.71%,36.36%
FCFS,3.01B,2.20,0.56,8.31%,6.83%,12.22%
HAIN,2.65B,1.74,0.72,-4.33%,3.20%,1.21%
IIIN,255.50M,1.04,1.94,1.18%,1.28%,2.15%
ARAY,171.98M,3.07,2.03,0.64%,1.68%,4.80%
SPWH,280.13M,2.81,0.49,2.28%,4.24%,21.40%
CTRE,1.41B,1.52,1.03,29.53%,3.79%,5.73%
RDNT,532.80M,3.51,1.64,0.18%,2.22%,5.40%
LXFR,387.88M,2.23,0.82,3.07%,7.15%,7.49%
GORO,191.24M,1.21,1.98,1.34%,3.06%,1.20%
MCB,223.54M,0.75,1.36,25.76%,0.90%,9.51%
NYT,5.09B,4.37,0.86,7.99%,4.90%,12.66%
AERI,627.43M,3.76,0.95,-252.92%,-33.92%,-125.73%
CBL,182.82M,0.24,2.67,-14.15%,2.71%,-13.87%
MSBI,427.12M,0.62,1.15,17.77%,0.73%,6.91%
SGMS,911.80M,N/A,2.46,-8.06%,3.81%,N/A
MATX,1.32B,1.64,1.13,3.39%,2.52%,9.47%
FDEF,555.20M,1.29,1.45,11.43%,0.32%,2.35%
PLCE,898.92M,3.53,1.95,3.92%,6.71%,26.67%
ANDE,628.67M,0.65,0.86,-0.07%,0.71%,-2.07%
ECOR,28.90M,1.19,N/A,0.00%,-52.79%,-110.70%
ARDX,506.16M,2.71,1.88,0.00%,-27.25%,-70.24%
CNMD,1.63B,2.30,1.22,3.53%,3.29%,4.81%
EGBN,972.68M,0.82,1.11,41.16%,1.44%,11.45%
EDIT,1.09B,4.14,1.99,0.00%,-23.10%,-62.97%
PTE,41.46M,1.07,1.73,0.00%,-75.48%,-162.77%
TPX,2.25B,6.26,2.01,6.82%,8.14%,96.47%
HUBS,5.77B,8.88,1.58,-8.36%,-2.18%,-9.58%
NR,80.64M,0.15,2.93,-3.41%,1.19%,-4.79%
CVTI,160.54M,0.46,1.39,0.21%,N/A,N/A
UIHC,396.80M,0.79,0.82,-6.52%,-1.38%,-9.69%
FEYE,2.36B,3.36,1.02,-28.60%,-4.35%,-40.59%
GDP,53.39M,0.63,2.46,14.43%,7.50%,20.47%
IDT,201.02M,3.64,1.11,0.23%,-0.07%,5.29%
MNSB,139.45M,1.01,0.67,32.14%,1.15%,10.69%
MNRL,470.40M,0.61,N/A,22.86%,6.86%,9.12%
REGI,801.12M,0.71,1.42,18.97%,21.52%,53.35%
LILAK,1.89B,0.60,1.61,-5.68%,2.53%,-8.22%
IDCC,1.37B,1.80,1.17,7.30%,1.81%,2.19%
LAMR,5.17B,4.38,1.36,20.35%,5.32%,32.16%
TSE,691.80M,1.03,1.74,0.55%,0.64%,2.93%
ADUS,1.23B,4.26,0.43,3.33%,3.90%,5.52%
EPC,1.31B,0.97,0.76,-17.88%,5.39%,-24.16%
DGII,276.23M,0.78,1.81,2.35%,1.55%,1.76%
SRC,2.69B,0.83,1.15,21.74%,3.01%,3.76%
XLRN,4.81B,10.70,0.76,-182.30%,-17.96%,-29.80%
ADTN,368.31M,0.97,1.33,-12.72%,-3.48%,-15.79%
BFS,763.72M,4.02,1.01,22.53%,4.10%,14.58%
SERV,3.56B,1.53,1.06,3.41%,3.32%,3.40%
NFBK,550.42M,0.79,0.73,30.56%,0.75%,5.21%
UMH,447.06M,3.16,1.06,-12.03%,1.37%,-3.63%
RBCAA,619.08M,0.90,N/A,31.46%,1.60%,11.84%
AIR,1.21B,1.31,1.66,1.97%,3.66%,7.26%
AMRC,809.10M,1.89,0.47,5.00%,2.51%,10.26%
BAND,1.59B,5.89,0.65,-0.22%,-1.87%,-0.19%
B,2.11B,1.66,1.16,10.66%,5.51%,12.48%
BDSI,378.26M,5.42,0.77,-5.01%,5.10%,-12.50%
CLR,2.79B,0.41,3.56,10.09%,3.76%,5.97%
NAV,3.64B,N/A,2.58,1.63%,5.24%,N/A
NTNX,6.32B,99.49,1.95,-68.13%,-27.51%,-532.84%
TDY,10.90B,4.01,1.00,12.77%,7.30%,16.04%
HSC,549.10M,0.74,2.60,30.74%,3.42%,3.02%
STBA,1.08B,0.90,0.70,31.82%,1.09%,8.35%
QCRH,429.54M,0.80,1.15,26.67%,1.08%,10.85%
RUSHA,1.14B,0.99,1.33,2.22%,3.65%,11.35%
DNLI,1.85B,4.68,1.79,0.00%,-21.01%,-40.56%
ASNA,43.88M,0.25,1.60,-12.23%,-1.45%,-195.60%
OPRX,132.60M,2.96,0.21,-19.85%,-7.54%,-16.98%
SPFI,279.69M,0.91,N/A,19.08%,1.06%,12.94%
LNN,1.07B,3.93,0.26,4.09%,3.56%,6.65%
INBK,160.95M,0.53,0.83,33.46%,0.65%,8.53%
ATI,1.08B,0.51,1.85,6.47%,3.51%,13.09%
CYCN,73.55M,0.75,N/A,0.00%,-92.92%,-286.92%
NEXT,227.17M,2.46,0.80,0.00%,-9.67%,-13.80%
BCOV,271.63M,3.66,0.79,-13.09%,-3.23%,-36.34%
SCOR,197.69M,0.76,0.83,-86.37%,-3.88%,-83.31%
TRTX,427.05M,0.28,1.98,-123.36%,-2.47%,-10.09%
PTVCB,195.69M,0.54,0.56,-3.80%,-0.81%,-5.23%
ORI,4.64B,0.77,0.86,0.65%,0.23%,0.73%
SPNE,222.53M,2.03,0.90,-26.93%,-11.77%,-26.52%
VST,7.80B,0.98,0.97,6.46%,4.80%,9.50%
ROAD,874.59M,2.50,1.02,5.04%,6.67%,12.35%
JOE,990.08M,1.87,0.97,17.93%,2.12%,4.44%
RWT,581.08M,0.32,1.09,0.00%,-6.77%,-72.85%
LEN-B,18.39B,0.94,1.51,8.77%,5.60%,12.83%
UUUU,133.73M,1.07,0.67,0.00%,-12.75%,-22.49%
NNBR,73.97M,0.21,3.30,-33.03%,0.54%,-96.62%
BBX,213.39M,0.38,1.64,-1.42%,1.54%,-0.54%
NXRT,637.73M,1.47,1.07,68.41%,0.51%,38.92%
ATLO,188.61M,1.00,0.68,31.08%,1.01%,9.02%
ECPG,730.25M,0.71,1.41,8.02%,5.21%,12.23%
BLFS,194.30M,2.38,1.39,155.59%,0.60%,93.74%
VSLR,544.81M,2.86,1.29,-32.03%,-4.25%,-115.27%
GPI,804.46M,0.64,2.18,1.38%,4.51%,14.35%
GOGO,177.60M,N/A,1.09,-26.07%,1.04%,N/A
CPE,217.37M,0.07,2.89,40.17%,5.69%,10.36%
GEF-B,2.10B,1.65,1.15,3.61%,6.46%,15.97%
ZEUS,113.81M,0.37,1.61,0.16%,1.15%,0.77%
ZIXI,245.51M,5.95,1.28,-4.70%,1.39%,-6.21%
FRTA,389.16M,3.22,2.60,0.23%,3.17%,3.70%
MCY,2.25B,1.25,0.37,1.23%,0.52%,2.69%
KRA,258.03M,0.34,3.16,13.90%,2.33%,27.50%
LAND,252.96M,0.91,0.76,9.75%,2.10%,1.89%
POOL,7.86B,19.16,0.74,7.92%,12.60%,90.65%
BEAT,1.31B,3.58,1.35,5.94%,5.68%,7.12%
IRT,816.25M,1.38,1.16,20.96%,1.73%,6.97%
YUMC,16.03B,5.21,0.87,6.72%,6.29%,18.66%
RMAX,672.58M,1.35,1.59,8.27%,8.05%,47.78%
STFC,1.22B,1.27,0.10,-6.09%,-1.99%,-8.69%
ADT,3.33B,1.04,2.18,-12.53%,0.95%,-18.68%
WD,1.22B,1.18,1.17,21.53%,5.63%,17.93%
PFPT,5.83B,9.83,1.41,-18.85%,-4.15%,-33.09%
AGM,584.78M,1.04,1.23,54.90%,0.45%,13.34%
PFGC,2.86B,2.08,1.40,0.40%,2.52%,6.56%
OI,1.11B,2.38,1.66,-6.49%,3.79%,-75.14%
SIEN,99.51M,1.22,1.24,-131.13%,-25.08%,-224.41%
FAF,4.73B,1.07,1.05,10.47%,4.84%,16.09%
LBC,514.96M,0.81,1.02,35.29%,0.63%,7.46%
TALO,375.72M,0.35,4.15,35.64%,10.26%,28.42%
TDC,2.22B,8.47,1.09,8.47%,0.48%,38.72%
AFG,6.30B,1.00,0.87,3.67%,0.45%,4.46%
NOVT,2.81B,6.74,1.21,6.48%,5.59%,10.21%
BHR,293.66M,0.81,2.75,0.08%,0.75%,0.23%
PDLI,337.69M,0.57,0.88,-127.87%,-3.19%,-15.08%
AMRS,419.56M,N/A,0.37,-158.01%,-47.74%,N/A
EFC,249.98M,0.35,2.07,0.00%,-2.46%,-11.65%
LBRT,302.78M,0.55,3.58,1.17%,3.21%,5.64%
CVGI,46.58M,0.36,3.35,-2.22%,3.79%,-16.82%
OXM,1.18B,2.29,1.19,6.10%,6.89%,13.60%
JNCE,161.73M,0.93,2.37,31.23%,12.34%,34.63%
WERN,2.51B,2.25,0.87,6.26%,5.66%,12.95%
EBTC,319.58M,1.08,0.49,23.31%,0.92%,10.35%
MLHR,2.02B,2.38,1.58,7.85%,8.86%,25.52%
KAR,1.55B,0.94,1.05,4.15%,2.41%,5.20%
NTGR,675.89M,1.11,0.82,0.90%,1.00%,1.43%
RNST,1.23B,0.58,1.36,22.22%,0.93%,5.99%
RLGY,347.01M,0.17,2.63,-9.73%,3.27%,-24.48%
CHCT,838.58M,2.40,0.62,16.87%,2.57%,3.46%
TTC,8.56B,9.96,0.70,8.61%,12.78%,35.42%
MESA,115.79M,0.26,N/A,3.81%,4.18%,6.56%
PBYI,331.84M,19.00,1.30,-36.74%,-13.92%,-311.99%
NAT,724.37M,1.27,0.53,-3.26%,1.90%,-1.73%
BYND,4.12B,10.73,N/A,-1.12%,2.73%,-1.71%
TRIP,2.33B,2.01,1.28,5.75%,3.63%,6.63%
IDA,4.43B,1.80,0.45,17.69%,2.70%,9.39%
PATK,664.41M,1.34,2.41,3.88%,6.76%,19.45%
TGI,1.31B,N/A,2.71,-4.96%,4.86%,N/A
UBA,856.14M,2.56,0.86,26.57%,3.41%,6.32%
FLXN,303.49M,N/A,2.06,-175.76%,-34.64%,"-1,431.05%"
DECK,3.75B,3.34,0.90,13.20%,12.93%,26.52%
VSH,2.08B,1.40,1.53,4.56%,4.28%,7.98%
FBP,1.16B,0.53,1.57,22.68%,0.99%,5.87%
AAON,2.51B,8.67,0.72,13.55%,14.77%,23.62%
JBL,4.87B,2.64,1.26,0.51%,3.58%,7.51%
GBL,304.48M,5.56,1.77,23.82%,47.70%,158.91%
UBX,283.37M,2.35,0.22,0.00%,-37.37%,-72.60%
MUSA,2.46B,3.07,1.01,1.97%,9.35%,30.92%
INSM,1.44B,5.50,2.75,-162.82%,-22.21%,-140.55%
OSBC,205.27M,0.74,1.51,25.83%,1.18%,12.28%
CPK,1.41B,2.51,0.28,13.86%,3.66%,10.88%
JELD,977.74M,1.20,2.84,1.10%,3.42%,6.19%
ARL,147.81M,0.62,0.78,-14.80%,-1.20%,-3.53%
ATGE,1.39B,1.07,1.05,17.17%,5.41%,17.44%
AGO,2.32B,0.35,1.34,31.51%,2.36%,4.47%
KEX,2.61B,0.77,1.43,-5.49%,2.26%,-4.68%
MBWM,345.75M,0.82,1.14,32.05%,1.34%,12.04%
MFNC,112.39M,0.68,0.82,22.72%,1.03%,8.73%
MNK,166.73M,0.09,3.57,-39.56%,1.22%,-49.26%
OPB,630.38M,0.59,1.37,-13.38%,-0.42%,-3.30%
URGN,378.44M,2.10,1.71,0.00%,-35.50%,-62.30%
OPK,897.57M,0.56,2.27,-32.92%,-3.97%,-17.71%
NBEV,121.27M,1.31,1.71,-38.53%,-10.42%,-81.41%
TRHC,1.19B,6.43,1.26,-12.10%,-3.79%,-19.80%
IMMU,2.88B,10.79,3.37,0.00%,-37.91%,-197.97%
BRX,2.82B,1.03,1.44,23.43%,3.23%,9.95%
ORRF,153.75M,0.69,0.96,18.44%,0.87%,9.69%
SIGI,2.97B,1.35,0.72,8.02%,2.23%,11.21%
UHAL,7.37B,1.82,0.60,8.25%,2.86%,8.22%
SPB,1.57B,1.07,1.89,-6.20%,4.02%,-12.73%
GNMK,252.69M,20.78,3.13,-40.18%,-18.86%,-225.84%
MTW,293.32M,0.45,1.52,3.75%,3.69%,10.98%
GPX,111.20M,0.53,1.54,2.37%,1.88%,6.92%
NPO,811.95M,0.92,1.70,20.58%,3.31%,1.03%
XPER,702.87M,1.28,0.47,-5.31%,-0.21%,-3.45%
EBIX,462.63M,0.84,2.15,16.63%,5.46%,15.77%
BRKR,5.53B,6.03,1.36,8.69%,6.56%,19.04%
COLB,1.93B,0.89,1.02,29.96%,1.20%,7.59%
UVE,580.34M,1.18,0.91,2.82%,1.45%,5.12%
BGCP,899.49M,1.31,2.19,0.39%,0.35%,2.29%
MSEX,1.05B,3.24,0.22,25.80%,2.49%,11.94%
CELH,291.50M,4.60,1.15,-1.28%,0.66%,-2.51%
QTS,3.50B,3.77,0.52,4.01%,1.06%,1.29%
VIRT,4.01B,4.31,-0.45,9.14%,2.97%,20.11%
HBB,263.76M,4.71,1.23,-0.58%,8.05%,41.62%
VER,5.27B,0.77,N/A,-23.14%,2.52%,-4.18%
SSB,1.96B,0.83,1.06,26.95%,1.04%,7.08%
NGVT,1.45B,2.73,2.47,15.82%,8.85%,47.93%
INT,1.59B,0.84,1.10,0.51%,3.58%,10.01%
KRO,975.07M,1.19,1.70,4.89%,3.65%,10.26%
ORBC,189.66M,0.80,1.11,-7.32%,0.54%,-8.07%
ESQ,115.84M,1.04,1.28,30.64%,1.78%,12.95%
ONDK,89.97M,0.31,1.58,-16.17%,-3.26%,-15.45%
SFST,218.94M,1.06,1.08,31.26%,1.13%,12.60%
JW-A,2.44B,2.07,0.82,7.95%,4.48%,12.29%
ELVT,44.72M,0.29,3.38,1.89%,8.46%,9.91%
WASH,634.81M,1.25,0.65,32.56%,1.18%,12.99%
WMC,122.34M,0.22,1.77,0.00%,-8.78%,-97.11%
COMM,1.78B,2.13,1.61,-11.72%,1.25%,-65.26%
CALA,287.21M,2.02,2.35,0.00%,-41.53%,-77.57%
PS,1.57B,8.57,2.58,-37.92%,-9.75%,-69.90%
UIS,777.68M,N/A,0.75,34.97%,3.99%,N/A
PLXS,1.60B,1.76,1.06,3.27%,4.17%,11.94%
BATRA,984.74M,2.64,1.03,9.87%,-1.33%,11.79%
NEU,4.19B,6.13,0.53,12.54%,12.98%,47.16%
MMSI,1.73B,1.82,1.09,-0.39%,1.97%,-0.41%
SM,137.85M,0.05,5.82,-27.39%,-3.68%,-16.57%
SOI,233.34M,0.92,2.29,8.79%,12.19%,9.60%
HI,1.43B,1.27,1.33,-1.02%,5.31%,-1.70%
CCMP,3.33B,3.23,1.23,6.27%,6.49%,6.89%
UNTY,127.37M,0.79,1.32,35.92%,1.40%,15.12%
UPLD,678.69M,3.19,0.95,-23.79%,0.92%,-47.20%
FN,2.00B,2.16,N/A,7.21%,6.01%,13.44%
KIN,157.16M,1.92,1.07,0.00%,-36.96%,-75.26%
RPT,482.21M,0.66,1.38,35.76%,1.51%,10.20%
AMH,6.98B,1.31,0.61,12.57%,1.69%,2.68%
PRPL,306.11M,N/A,1.95,1.06%,10.64%,133.94%
BNFT,283.12M,N/A,1.52,-14.46%,-3.95%,N/A
CDMO,373.33M,7.59,2.29,-8.35%,-3.92%,-10.91%
CASH,751.68M,0.90,1.21,27.38%,2.15%,15.68%
PDFS,384.36M,1.96,1.59,-3.78%,-2.34%,-1.64%
CHUY,431.22M,2.21,1.75,1.46%,3.15%,3.20%
PHX,60.49M,0.76,1.26,-208.66%,-29.94%,-71.28%
ARMK,5.04B,1.46,1.70,0.70%,3.38%,3.50%
ASTE,789.76M,1.31,1.20,2.53%,2.04%,4.69%
INO,1.09B,316.03,1.34,0.00%,-24.97%,-92.55%
VIVO,359.78M,1.82,0.77,10.47%,7.79%,11.07%
CXW,1.34B,0.97,1.28,8.63%,4.40%,12.52%
PRGS,1.68B,5.09,1.12,8.79%,7.34%,12.01%
EWBC,3.64B,0.73,2.02,44.81%,1.49%,13.79%
TIVO,903.79M,0.84,0.07,-84.00%,1.81%,-47.26%
YELP,1.30B,1.72,1.52,2.34%,0.63%,2.73%
MG,123.72M,0.43,1.83,-11.92%,2.02%,-39.54%
PCB,150.55M,0.66,0.79,29.04%,1.20%,9.57%
LL,280.54M,1.95,2.23,0.88%,2.79%,6.26%
BSGM,108.80M,9.78,1.42,0.00%,-174.53%,-309.57%
DSPG,309.68M,2.02,0.91,-2.20%,-1.98%,-1.75%
LNDC,299.41M,1.16,1.01,-3.97%,-0.71%,-8.76%
BANF,1.09B,1.08,1.26,31.16%,1.53%,12.88%
ETRN,1.15B,1.71,N/A,-11.24%,6.19%,-1.54%
HTLF,1.11B,0.70,1.26,26.02%,1.12%,9.41%
RCM,1.04B,57.54,0.52,2.44%,7.41%,12.42%
ACRS,43.19M,0.62,1.13,0.00%,-27.66%,-84.51%
CUE,377.11M,6.91,2.24,0.00%,-45.28%,-109.33%
CRTX,1.34B,11.61,N/A,0.00%,-21.10%,-34.12%
USAT,474.87M,4.76,2.37,-22.21%,-10.21%,-29.34%
ELS,10.47B,8.38,0.47,21.83%,5.41%,19.09%
SIC,225.54M,1.45,N/A,1.14%,2.94%,4.51%
DNKN,4.36B,N/A,0.89,17.60%,7.11%,N/A
STOR,4.42B,0.99,0.98,44.56%,3.01%,7.03%
ANAT,2.21B,0.37,0.68,4.27%,0.25%,2.76%
PVBC,167.89M,0.73,1.00,23.15%,0.87%,5.44%
TCF,3.45B,0.62,1.81,15.42%,0.79%,6.92%
MLVF,93.94M,0.65,0.87,28.60%,0.66%,5.73%
VNCE,246.67M,3.62,2.70,0.91%,2.09%,3.55%
PLAY,1.35B,9.11,1.61,7.40%,5.08%,35.97%
RUSHB,1.14B,0.95,1.33,2.22%,3.65%,11.35%
REPL,525.87M,4.36,N/A,0.00%,-13.93%,-25.52%
MEDP,2.60B,3.59,1.19,12.37%,7.98%,16.45%
IMKTA,732.59M,1.08,0.64,2.35%,5.89%,15.38%
CRC,444.06M,N/A,6.00,-1.04%,5.27%,19.51%
KNL,522.70M,1.22,1.87,4.21%,5.89%,15.17%
BXG,418.96M,1.01,1.64,2.97%,5.89%,6.53%
NL,145.29M,0.48,1.94,10.01%,0.91%,4.64%
DIOD,2.09B,1.89,1.36,11.54%,6.21%,12.98%
NBTB,1.42B,1.26,0.69,25.10%,1.05%,9.53%
WING,2.36B,N/A,1.17,10.61%,16.62%,N/A
INWK,287.25M,1.59,2.30,-0.87%,2.69%,-5.61%
BOH,2.21B,1.72,1.32,31.81%,1.12%,15.54%
LPLA,4.29B,4.19,1.50,9.80%,9.43%,55.43%
RYI,201.01M,1.16,1.79,1.62%,4.54%,46.61%
AIT,1.77B,1.84,1.37,0.99%,6.86%,3.95%
LITE,5.52B,3.28,1.02,6.66%,5.40%,7.06%
CLI,1.38B,0.92,1.17,-50.46%,0.04%,-2.10%
LPX,1.93B,1.94,1.67,0.04%,2.99%,-0.26%
CETV,795.95M,2.33,1.33,16.82%,8.95%,22.12%
PQG,1.50B,0.84,0.94,4.88%,2.66%,4.53%
SIEB,234.91M,11.59,-0.13,12.62%,15.46%,19.01%
EHTH,3.60B,6.84,0.02,13.88%,8.46%,12.20%
JLL,5.21B,1.02,1.70,5.04%,4.76%,12.09%
MLND,100.31M,1.71,N/A,0.00%,-41.16%,-78.09%
CMCO,948.69M,2.05,1.54,8.39%,6.04%,15.51%
GRTS,215.26M,1.60,N/A,0.00%,-39.03%,-82.90%
ENV,2.88B,3.31,1.74,-0.63%,0.48%,-0.82%
ROSE,56.66M,0.87,3.10,2.78%,-0.98%,-7.52%
GLIBA,6.04B,0.97,1.12,68.83%,-0.06%,11.89%
LOB,503.54M,0.95,1.14,4.45%,0.17%,1.56%
SBH,907.09M,412.50,1.14,5.45%,9.49%,N/A
PZN,318.31M,10.12,1.47,3.62%,28.36%,40.96%
BOCH,132.19M,0.76,0.74,24.82%,0.93%,8.28%
TROX,713.96M,0.95,3.20,-1.45%,4.37%,-4.71%
SXI,601.13M,1.23,1.36,3.91%,4.75%,9.81%
UBFO,108.64M,0.94,0.75,33.93%,1.43%,12.18%
VCRA,675.49M,4.12,0.01,-8.99%,-2.07%,-10.60%
XAN,88.44M,0.16,1.52,0.00%,-7.86%,-37.43%
ACHC,1.61B,0.64,1.31,3.61%,3.72%,4.65%
COWN,266.89M,0.33,1.45,0.52%,-0.60%,-2.14%
GPMT,279.54M,0.27,1.45,26.84%,0.40%,1.65%
AGX,658.32M,1.88,0.63,-17.86%,-6.61%,-11.07%
CLBK,1.62B,1.63,0.41,23.36%,0.62%,4.76%
HUD,1.42B,2.45,1.41,0.65%,4.45%,7.15%
UTHR,4.16B,1.50,0.86,36.59%,10.40%,20.04%
DLB,5.46B,2.34,0.87,17.73%,5.98%,9.35%
TPCO,474.60M,1.58,1.46,-0.51%,2.72%,0.81%
ASC,174.43M,0.53,1.33,-3.09%,1.88%,-2.15%
GRBK,407.47M,0.78,1.23,7.41%,5.68%,13.10%
CFX,2.34B,0.68,1.85,-13.62%,2.40%,1.39%
MLI,1.36B,2.11,1.17,4.86%,7.94%,19.73%
KNSA,860.40M,3.82,N/A,0.00%,-28.77%,-47.80%
VRNS,2.00B,21.42,0.96,-34.74%,-18.28%,-92.15%
SAFT,1.29B,1.60,0.41,8.09%,2.76%,8.92%
VYGR,338.34M,3.40,1.91,-34.70%,-7.97%,-45.10%
RILY,481.27M,1.33,0.90,-5.96%,-1.25%,-9.59%
RUBI,305.58M,2.73,1.71,-14.10%,-5.00%,-21.87%
CARA,617.27M,3.31,1.87,0.00%,-40.40%,-82.43%
OFIX,533.76M,1.63,1.02,-0.81%,1.36%,-1.06%
GTES,2.14B,0.81,2.00,3.74%,2.73%,4.46%
BCBP,185.38M,0.77,0.66,21.63%,0.64%,7.92%
FIXX,702.50M,2.72,-0.16,0.00%,-29.06%,-57.58%
SGA,164.78M,0.86,0.79,11.20%,4.43%,7.19%
CNTY,71.10M,0.44,2.52,-8.78%,2.07%,-9.08%
MASI,9.58B,8.21,0.88,21.66%,11.01%,18.72%
HRI,595.39M,0.92,3.36,2.58%,4.26%,8.52%
TISI,487.39M,1.11,1.59,-2.79%,-0.04%,-7.25%
AGR,13.53B,0.89,0.28,11.50%,1.78%,4.40%
PMT,1.06B,0.49,1.09,0.00%,-4.33%,-23.76%
COLL,560.22M,6.41,1.07,-4.21%,-1.17%,-11.06%
FLIC,412.81M,1.06,0.52,36.88%,0.96%,10.45%
GWR,6.30B,1.81,1.31,9.28%,3.08%,5.80%
AVX,3.46B,1.43,N/A,N/A,N/A,N/A
